AnimalID,DOB,Season,Age,Sex,Group,BehaviorMoM,Evento,ngroup,TransFer,Death,EventDate,Status,Asterisk
i84688,02/06/1984,<=2013,35,f,O,688,,O,05/01/1984,,,Remove,
i84700,04/10/1984,<=2013,34.83,m,P,700,,P,1/15/1985,,,Remove,
i84701,3/26/1984,<=2013,34.92,f,O,701,,O,05/01/1984,,,Remove,
i84729,3/31/1984,<=2013,34.92,m,O,729,,O,05/01/1984,,,Remove,
i84756,1/22/1984,<=2013,35.08,f,J,756,,J,03/01/1984,,,Remove,
i84759,01/03/1984,<=2013,35.08,m,J,759,,J,03/01/1984,,,Remove,
i84760,03/04/1984,<=2013,34.92,f,J,760,,J,,14-Mar-84,,Dead,
i84763,2/14/1984,<=2013,35,m,J,763,,J,03/01/1984,,,Remove,
i84773,3/28/1984,<=2013,34.92,m,O,773,,O,05/01/1984,,,Remove,
i84782,01/09/1984,<=2013,35.08,f,J,782,,J,02/01/1984,,,Remove,
i84784,1/15/1984,<=2013,35.08,m,J,784,,J,03/01/1984,,,Remove,
i84789,2/20/1984,<=2013,35,m,P,789,,P,,03-Jul-84,,Dead,
i84796,1/19/1984,<=2013,35.08,u,M,796,,M,,19-Jan-84,,Dead,
i84798,01/10/1984,<=2013,35.08,f,I,798,,I,,03-Dec-84,,Dead,
i847H,1/19/1984,<=2013,35.08,m,J,7H,,J,03/01/1984,,,Remove,
i84809,1/29/1984,<=2013,35.08,m,J,809,,J,03/01/1984,,,Remove,
i84813,2/14/1984,<=2013,35,f,J,813,,J,03/01/1984,,,Remove,
i84814,1/16/1984,<=2013,35.08,m,J,814,,J,,16-Mar-84,,Dead,
i84827,02/09/1984,<=2013,35,m,J,827,,J,03/07/1984,,,Remove,
i84840,1/23/1984,<=2013,35.08,f,P,840,,P,1/15/1985,,,Remove,
i84850,01/09/1984,<=2013,35.08,f,M,850,,M,01/11/1984,,,Remove,
i84854,2/27/1984,<=2013,35,f,P,854,,P,1/15/1985,,,Remove,
i84855,4/19/1984,<=2013,34.83,f,O,855,,O,05/01/1984,,,Remove,
i84861,02/11/1984,<=2013,35,f,P,861,,P,1/15/1985,,,Remove,
i84885,03/02/1984,<=2013,34.92,f,J,885,,J,3/19/1984,,,Remove,
i84908,1/24/1984,<=2013,35.08,f,O,908,,O,05/01/1984,,,Remove,
i84914,3/21/1984,<=2013,34.92,m,O,914,,O,05/01/1984,,,Remove,
i84918,03/04/1984,<=2013,34.92,m,J,918,,J,3/19/1984,,,Remove,
i84923,2/21/1984,<=2013,35,m,J,923,,J,,07-Mar-84,,Dead,
i84937,1/15/1984,<=2013,35.08,f,M,937,,M,1/26/1984,,,Remove,
i84939,1/15/1984,<=2013,35.08,m,M,939,,M,1/18/1984,,,Remove,
i84940,01/08/1984,<=2013,35.08,f,J,940,,J,03/01/1984,,,Remove,
i84946,01/07/1984,<=2013,35.08,m,J,946,,J,02/01/1984,,,Remove,
i84979,2/28/1984,<=2013,35,m,P,979,,P,1/15/1985,,,Remove,
i849V,03/09/1984,<=2013,34.92,f,O,9V,,O,05/01/1984,,,Remove,
i84A02,03/04/1984,<=2013,34.92,f,J,A02,,J,03/07/1984,,,Remove,
i84A07,2/25/1984,<=2013,35,m,J,A07,,J,03/01/1984,,,Remove,
i84A11,02/06/1984,<=2013,35,m,J,A11,,J,03/01/1984,,,Remove,
i84A13,1/13/1984,<=2013,35.08,f,J,A13,,J,03/01/1984,,,Remove,
i84A23,02/06/1984,<=2013,35,m,J,A23,,J,03/01/1984,,,Remove,
i84A24,1/23/1984,<=2013,35.08,m,J,A24,,J,03/01/1984,,,Remove,
i84A72,1/24/1984,<=2013,35.08,f,P,A72,,P,1/15/1985,,,Remove,
i84A73,3/27/1984,<=2013,34.92,m,P,A73,,P,1/15/1985,,,Remove,
I84B03,2/20/1984,<=2013,35,m,F,B03,,F,,,,Remove,
i84B08,03/09/1984,<=2013,34.92,f,O,B08,,O,05/01/1984,,,Remove,
i84B11,1/27/1984,<=2013,35.08,m,I,B11,,I,,27-Jan-84,,Dead,
i84B19,02/03/1984,<=2013,35,f,J,B19,,J,03/01/1984,,,Remove,
i84B22,03/01/1984,<=2013,34.92,u,J,B22,,J,3/21/1984,,,Remove,
i84B29,03/04/1984,<=2013,34.92,f,J,B29,,J,3/19/1984,,,Remove,
i84B30,2/26/1984,<=2013,35,m,J,B30,,J,03/01/1984,,,Remove,
i84B32,02/06/1984,<=2013,35,f,J,B32,,J,03/01/1984,,,Remove,
i84B34,1/31/1984,<=2013,35.08,m,J,B34,,J,,20-Mar-84,,Dead,
i84B35,1/23/1984,<=2013,35.08,f,J,B35,,J,03/01/1984,,,Remove,
i84B48,02/08/1984,<=2013,35,f,O,B48,,O,05/01/1984,,,Remove,
i84B66,3/15/1984,<=2013,34.92,m,I,B66,,I,,18-Oct-84,,Dead,
i84B78,1/27/1984,<=2013,35.08,f,J,B78,,J,03/01/1984,,,Remove,
i84B80,2/27/1984,<=2013,35,f,J,B80,,J,03/01/1984,,,Remove,
i84B87,2/28/1984,<=2013,35,m,P,B87,,P,,12-Dec-84,,Dead,
i84B92,3/13/1984,<=2013,34.92,u,J,B92,,J,,16-Mar-84,,Dead,
i84B99,3/13/1984,<=2013,34.92,f,O,B99,,O,05/01/1984,,,Remove,
i84C00,03/02/1984,<=2013,34.92,m,J,C00,,J,3/19/1984,,,Remove,
i84C04,02/05/1984,<=2013,35,f,J,C04,,J,03/01/1984,,,Remove,
i84K1,1/24/1984,<=2013,35.08,f,P,K1,,P,1/15/1985,,,Remove,
i84M7,01/09/1984,<=2013,35.08,m,O,M7,,O,05/01/1984,,,Remove,
i84Z1,02/10/1984,<=2013,35,f,J,Z1,,J,03/01/1984,,,Remove,
I85,02/11/1985,<=2013,34,m,II,777,R,R,,03-Jun-02,12/19/2000,Dead,***
i85234,02/10/1985,<=2013,34,f,I,234,,I,,21-Jun-85,,Dead,
i85262,1/22/1985,<=2013,34.08,u,I,262,,I,,24-Jan-85,,Dead,
i85287,2/19/1985,<=2013,34,m,F,287,,F,,03-May-85,,Dead,
i85404,1/24/1985,<=2013,34.08,f,L,404,,L,,28-Jan-85,,Dead,
i85446,04/10/1985,<=2013,33.83,f,Q,446,,Q,,10-Apr-85,,Dead,
i85526,12/11/1984,<=2013,34.17,f,Q,526,,Q,,11-Dec-84,,Dead,
i85604,1/24/1985,<=2013,34.08,u,I,604,,I,,24-Jan-85,,Dead,
i85746,02/12/1985,<=2013,34,u,I,746,,I,,12-Feb-85,,Dead,
i85803,2/19/1985,<=2013,34,m,I,803,,I,,17-Oct-85,,Dead,
i85909,02/04/1985,<=2013,34,m,I,909,,I,,26-Jul-85,,Dead,
i85913,04/01/1985,<=2013,33.83,f,I,913,,I,,01-Apr-85,,Dead,
i85A41,02/04/1985,<=2013,34,m,Q,A41,,Q,,25-Oct-85,,Dead,
i85A47,1/30/1985,<=2013,34.08,m,I,A47,,I,,30-Jan-85,,Dead,
i85A96,2/19/1985,<=2013,34,m,L,A96,,L,,10-Jul-85,,Dead,
i85C26,03/06/1985,<=2013,33.92,m,F,C26,,F,,28-May-85,,Dead,
i85C38,03/03/1985,<=2013,33.92,m,F,C38,,F,,01-Feb-86,,Dead,
i85C57,3/26/1985,<=2013,33.92,u,I,C57,,I,,26-Mar-85,,Dead,
i85C62,05/03/1985,<=2013,33.75,f,I,C62,,I,,18-Nov-85,,Dead,
i85D51,3/20/1985,<=2013,33.92,m,I,D51,,I,,20-Mar-85,,Dead,
i85D69,2/20/1985,<=2013,34,u,F,D69,,F,,20-Feb-85,,Dead,
I86,2/28/1985,<=2013,34,m,I,501,F,F,2/14/2002,,8/17/2000,Remove,
i86443,2/13/1986,<=2013,33,u,I,443,,I,,13-Feb-86,,Dead,
i86498,3/15/1986,<=2013,32.92,u,I,498,,I,,15-Mar-86,,Dead,
i86572,4/29/1986,<=2013,32.83,u,L,572,,L,,06-May-86,,Dead,
i86585,1/25/1986,<=2013,33.08,f,I,585,,I,,13-Oct-86,,Dead,
i86587,02/10/1986,<=2013,33,m,I,587,,I,,01-Jan-87,,Dead,
i86673,03/12/1986,<=2013,32.92,u,I,673,,I,,12-Mar-86,,Dead,
i86A26,02/07/1986,<=2013,33,f,I,A26,,I,,20-Feb-86,,Dead,
i86A71,1/25/1986,<=2013,33.08,m,F,A71,,F,,01-Oct-86,,Dead,
i86B56,05/12/1986,<=2013,32.75,m,F,B56,,F,,23-Jun-86,,Dead,
i86C13,4/28/1986,<=2013,32.83,f,Q,C13,,Q,,28-Apr-86,,Dead,
i86D07,1/20/1986,<=2013,33.08,u,R,D07,,R,,27-Jan-86,,Dead,
i86D74,11/26/1985,<=2013,33.25,m,I,D74,,I,,26-Nov-85,,Dead,
i86D77,2/25/1986,<=2013,33,u,R,D77,,R,,26-Feb-86,,Dead,
i86D79,02/05/1986,<=2013,33,f,I,D79,,I,,13-Feb-86,,Dead,
i86D87,2/21/1986,<=2013,33,m,I,D87,,I,,23-Jun-86,,Dead,
i86D88,4/18/1986,<=2013,32.83,f,Q,D88,,Q,,01-Jan-87,,Dead,
I87,1/26/1985,<=2013,34.08,m,F,931,L,L,3/16/1992,,10/08/1990,Remove,
i87262,12/09/1986,<=2013,32.17,f,R,262,,R,,10-Dec-86,,Dead,
i87432,12/29/1986,<=2013,32.17,f,L,432,,L,,26-Jan-87,,Dead,
i87577,03/07/1987,<=2013,31.92,f,F,577,,F,,27-Mar-87,,Dead,
i87676,3/20/1987,<=2013,31.92,f,I,676,,I,,20-Mar-87,,Dead,
i87745,1/29/1987,<=2013,32.08,m,Q,745,,Q,,14-May-87,,Dead,
i87893,01/12/1987,<=2013,32.08,f,Q,893,,Q,,11-Jan-88,,Dead,
i87974,1/25/1987,<=2013,32.08,f,F,974,,F,,11-Jan-88,,Dead,
i87A65,3/29/1987,<=2013,31.92,f,L,A65,,L,,28-Sep-87,,Dead,
i87A96,1/19/1987,<=2013,32.08,f,L,A96,,L,,25-Mar-87,,Dead,
i87B12,02/06/1987,<=2013,32,m,R,B12,,R,,06-Feb-87,,Dead,
i87B74,1/23/1987,<=2013,32.08,u,F,B74,,F,,23-Jan-87,,Dead,
i87C39,01/03/1987,<=2013,32.08,f,F,C39,,F,,11-Jan-88,,Dead,
i87C58,12/22/1986,<=2013,32.17,m,R,C58,nT,nT,,30-Nov-87,04/01/1987,Dead,
i87C97,2/19/1987,<=2013,32,m,I,C97,,I,,19-Feb-87,,Dead,
i87D69,03/07/1987,<=2013,31.92,m,F,D69,,F,,13-Jan-88,,Dead,
i87D80,1/19/1987,<=2013,32.08,f,I,D80,nT,nT,,28-Apr-87,04/02/1987,Dead,
i87D81,12/24/1986,<=2013,32.17,f,Q,D81,,Q,,11-Jan-88,,Dead,
i87E65,03/02/1987,<=2013,31.92,f,F,E65,,F,,11-Jan-88,,Dead,
i87E78,4/17/1987,<=2013,31.83,m,F,E78,,F,,01-May-87,,Dead,
i87G32,2/24/1987,<=2013,32,f,L,G32,,L,,06-Mar-87,,Dead,
I88,03/09/1985,<=2013,33.92,f,F,929,,F,,01-Jun-99,,Dead,
i88432,12/11/1987,<=2013,31.17,f,L,432,,L,,04-Jan-88,,Dead,
i88446,05/11/1988,<=2013,30.75,f,Q,446,,Q,,11-May-88,,Dead,
i88692,2/15/1988,<=2013,31,f,F,692,,F,,01-Jan-89,,Dead,
i88B74,12/24/1987,<=2013,31.17,f,F,B74,,F,,24-Dec-87,,Dead,
i88C13,12/21/1987,<=2013,31.17,f,Q,C13,,Q,,21-Dec-87,,Dead,
i88C63,12/29/1987,<=2013,31.17,f,R,C63,,R,,27-Feb-88,,Dead,
i88D86,1/31/1988,<=2013,31.08,m,T,D86,,T,,09-Mar-88,,Dead,
i88G02,1/15/1988,<=2013,31.08,f,T,G02,,T,,22-Jan-88,,Dead,
i88G14,02/09/1988,<=2013,31,m,T,G14,,T,,29-Feb-88,,Dead,
i88G32,01/04/1988,<=2013,31.08,m,L,G32,,L,,17-May-88,,Dead,
i88G51,02/06/1988,<=2013,31,f,I,G51,,I,,23-Feb-88,,Dead,
i88G68,02/08/1988,<=2013,31,m,R,G68,,R,,16-May-88,,Dead,
i88H61,2/14/1988,<=2013,31,f,I,H61,,I,,19-Feb-88,,Dead,
I89,02/01/1985,<=2013,34,f,Q,C13,,Q,03/07/1994,,,Remove,
i89234,03/09/1989,<=2013,29.92,m,I,234,,I,,29-Mar-89,,Dead,
i89262,1/30/1989,<=2013,30.08,u,R,262,,R,,31-Jan-89,,Dead,
i89432,01/09/1989,<=2013,30.08,f,L,432,,L,,03-Feb-89,,Dead,
i89498,06/01/1989,<=2013,29.67,f,I,498,,I,2/15/1990,,,Remove,
i89528,12/22/1988,<=2013,30.17,f,I,528,,I,2/15/1990,,,Remove,
i89530,2/15/1989,<=2013,30,u,I,530,,I,,15-Feb-89,,Dead,
i89577,03/06/1989,<=2013,29.92,m,F,577,,F,,30-Mar-89,,Dead,
i89584,1/28/1989,<=2013,30.08,m,I,584,,I,2/15/1990,,,Remove,
i89674,07/04/1989,<=2013,29.58,f,I,674,,I,2/15/1990,,,Remove,
i89693,3/19/1989,<=2013,29.92,m,F,693,,F,,01-Jan-90,,Dead,
i897L,1/16/1989,<=2013,30.08,m,F,7L,,F,,18-Mar-89,,Dead,
i89808,2/13/1989,<=2013,30,m,I,808,,I,2/15/1990,,,Remove,
i89846,12/17/1988,<=2013,30.17,m,L,846,,L,,17-Dec-88,,Dead,
i89913,1/14/1989,<=2013,30.08,m,I,913,,I,2/15/1990,,,Remove,
i89941,1/20/1989,<=2013,30.08,u,T,941,,T,,21-Jan-89,,Dead,
i89950,12/22/1988,<=2013,30.17,f,I,950,,I,2/15/1990,,,Remove,
i89966,1/31/1989,<=2013,30.08,m,L,966,,L,,02-Feb-89,,Dead,
i89A26,02/05/1989,<=2013,30,f,I,A26,,I,2/15/1990,,,Remove,
i89A31,02/04/1989,<=2013,30,m,I,A31,,I,2/15/1990,,,Remove,
i89A47,1/19/1989,<=2013,30.08,m,I,A47,,I,2/15/1990,,,Remove,
i89B03,1/29/1989,<=2013,30.08,u,F,B03,,F,,02-Feb-89,,Dead,
i89B04,04/03/1989,<=2013,29.83,m,F,B04,,F,,08-Nov-89,,Dead,
i89B11,1/23/1989,<=2013,30.08,f,Q,B11,,Q,,01-Jan-90,,Dead,
i89B59,12/18/1988,<=2013,30.17,m,I,B59,,I,2/15/1990,,,Remove,
i89B63,2/22/1989,<=2013,30,m,I,B63,,I,2/15/1990,,,Remove,
i89C10,12/26/1988,<=2013,30.17,f,I,C10,,I,2/15/1990,,,Remove,
i89C19,1/28/1989,<=2013,30.08,m,I,C19,,I,2/15/1990,,,Remove,
i89C38,02/05/1989,<=2013,30,f,F,C38,,F,,03-Jul-89,,Dead,
i89C87,12/14/1988,<=2013,30.17,m,F,C87,,F,,14-Dec-88,,Dead,
i89C97,02/09/1989,<=2013,30,m,I,C97,,I,2/15/1990,,,Remove,
i89D05,1/15/1989,<=2013,30.08,m,I,D05,,I,2/15/1990,,,Remove,
i89D09,2/14/1989,<=2013,30,f,I,D09,,I,2/15/1990,,,Remove,
i89D51,02/09/1989,<=2013,30,f,I,D51,,I,2/15/1990,,,Remove,
i89D76,1/14/1989,<=2013,30.08,f,I,D76,,I,2/15/1990,,,Remove,
i89D77,2/24/1989,<=2013,30,f,I,D77,,I,2/15/1990,,,Remove,
i89D79,03/02/1989,<=2013,29.92,m,I,D79,,I,2/15/1990,,,Remove,
i89D80,3/13/1989,<=2013,29.92,f,T,D80,,T,,01-Jan-90,,Dead,
i89D83,12/11/1988,<=2013,30.17,f,R,D83,,R,,11-Dec-88,,Dead,
i89D87,2/15/1989,<=2013,30,f,I,D87,,I,2/15/1990,,,Remove,
i89D90,1/21/1989,<=2013,30.08,m,I,D90,,I,2/15/1990,,,Remove,
i89D94,01/12/1989,<=2013,30.08,f,I,D94,,I,2/15/1990,,,Remove,
i89D99,1/17/1989,<=2013,30.08,m,I,D99,,I,2/15/1990,,,Remove,
i89E66,11/18/1988,<=2013,30.25,m,F,E66,,F,,18-Nov-88,,Dead,
i89F09,01/02/1989,<=2013,30.08,f,L,F09,,L,,02-Jan-89,,Dead,
i89F14,01/09/1989,<=2013,30.08,f,I,F14,,I,2/15/1990,,,Remove,
i89F38,2/25/1989,<=2013,30,m,L,F38,,L,,28-Feb-89,,Dead,
i89F75,1/25/1989,<=2013,30.08,f,F,F75,,F,,31-May-89,,Dead,
i89G01,1/17/1989,<=2013,30.08,m,I,G01,,I,2/15/1990,,,Remove,
i89G10,2/21/1989,<=2013,30,f,I,G10,,I,2/15/1990,,,Remove,
i89G12,1/19/1989,<=2013,30.08,m,I,G12,,I,2/15/1990,,,Remove,
i89G30,01/09/1989,<=2013,30.08,m,I,G30,,I,2/15/1990,,,Remove,
i89G47,02/03/1989,<=2013,30,m,I,G47,,I,2/15/1990,,,Remove,
i89G51,01/11/1989,<=2013,30.08,m,I,G51,,I,2/15/1990,,,Remove,
i89G73,12/25/1988,<=2013,30.17,m,I,G73,,I,2/15/1990,,,Remove,
i89G81,12/29/1988,<=2013,30.17,m,L,G81,,L,,06-Feb-89,,Dead,
i89H02,02/07/1989,<=2013,30,m,R,H02,,R,,01-Jan-90,,Dead,
i89H36,3/16/1989,<=2013,29.92,m,I,H36,,I,2/15/1990,,,Remove,
i89H41,01/08/1989,<=2013,30.08,m,I,H41,,I,2/15/1990,,,Remove,
i89H58,03/02/1989,<=2013,29.92,m,I,H58,,I,2/15/1990,,,Remove,
i89H61,12/24/1988,<=2013,30.17,u,I,H61,,I,,24-Dec-88,,Dead,
i89H75,1/17/1989,<=2013,30.08,m,I,H75,,I,2/15/1990,,,Remove,
i89H80,2/13/1989,<=2013,30,m,L,H80,,L,,05-Aug-89,,Dead,
i89H88,1/15/1989,<=2013,30.08,m,I,H88,,I,2/15/1990,,,Remove,
i89H96,03/02/1989,<=2013,29.92,m,I,H96,,I,2/15/1990,,,Remove,
i89I33,02/03/1989,<=2013,30,m,I,I33,,I,2/15/1990,,,Remove,
i89I66,1/22/1989,<=2013,30.08,f,F,I66,,F,,10-Mar-89,,Dead,
i89I68,2/13/1989,<=2013,30,m,F,I68,,F,,16-Jun-89,,Dead,
i89I83,02/05/1989,<=2013,30,m,I,I83,,I,2/15/1990,,,Remove,
i89I93,02/07/1989,<=2013,30,m,I,I93,,I,2/15/1990,,,Remove,
i89I94,2/15/1989,<=2013,30,m,T,I94,,T,,01-Jan-90,,Dead,
i89I96,1/31/1989,<=2013,30.08,m,I,I96,,I,2/15/1990,,,Remove,
i89I98,1/18/1989,<=2013,30.08,f,I,I98,,I,2/15/1990,,,Remove,
i89J04,04/08/1989,<=2013,29.83,m,I,J04,,I,2/15/1990,,,Remove,
i89J06,1/24/1989,<=2013,30.08,m,I,J06,,I,2/15/1990,,,Remove,
i89J13,02/12/1989,<=2013,30,m,Q,J13,,Q,,01-Jan-90,,Dead,
i89J20,03/12/1989,<=2013,29.92,m,L,J20,,L,,30-Oct-89,,Dead,
i89J29,1/13/1989,<=2013,30.08,m,F,J29,,F,,18-Jan-89,,Dead,
i89J30,1/18/1989,<=2013,30.08,m,I,J30,,I,2/15/1990,,,Remove,
i89J59,03/02/1989,<=2013,29.92,m,I,J59,,I,2/15/1990,,,Remove,
I9,03/07/1965,<=2013,53.92,f,H,57,,H,6/26/1966,,,Remove,
I90,2/24/1985,<=2013,34,f,I,952,,I,1/31/1990,,,Remove,
i90234,1/15/1990,<=2013,29.08,f,I,234,,I,,29-Jan-90,,Dead,
i90432,1/17/1990,<=2013,29.08,m,L,432,,L,,12-Feb-90,,Dead,
i90454,3/19/1990,<=2013,28.92,m,T,454,,T,,17-Aug-90,,Dead,
i90585,01/04/1990,<=2013,29.08,f,I,585,,I,02/06/1990,,,Remove,
i90587,5/13/1990,<=2013,28.75,f,T,587,,T,,02-Jul-90,,Dead,
i90693,04/03/1990,<=2013,28.83,f,F,693,,F,,15-Jun-90,,Dead,
i90869,03/12/1990,<=2013,28.92,f,S,869,,S,,14-Mar-90,,Dead,
i90950,1/14/1990,<=2013,29.08,f,I,950,,I,1/30/1990,,,Remove,
i90952,1/29/1990,<=2013,29.08,f,I,952,,I,03/01/1990,,,Remove,
i90A25,01/09/1990,<=2013,29.08,m,I,A25,,I,3/13/1990,,,Remove,
i90A31,1/27/1990,<=2013,29.08,m,I,A31,,I,1/30/1990,,,Remove,
i90A47,1/23/1990,<=2013,29.08,f,I,A47,,I,02/06/1990,,,Remove,
i90B03,01/01/1990,<=2013,29.08,m,F,B03,,F,,06-Apr-90,,Dead,
i90B13,1/30/1990,<=2013,29.08,m,Q,B13,,Q,,01-Jan-91,,Dead,
i90B59,1/22/1990,<=2013,29.08,f,I,B59,,I,2/27/1990,,,Remove,
i90B60,03/06/1990,<=2013,28.92,u,R,B60,,R,,07-Mar-90,,Dead,
i90B68,01/09/1990,<=2013,29.08,f,I,B68,,I,02/12/1990,,,Remove,
i90B85,01/08/1990,<=2013,29.08,f,I,B85,,I,02/12/1990,,,Remove,
i90C40,1/16/1990,<=2013,29.08,m,F,C40,,F,,15-Jan-91,,Dead,
i90D05,1/26/1990,<=2013,29.08,f,I,D05,,I,,26-Jan-90,,Dead,
i90D76,1/28/1990,<=2013,29.08,f,I,D76,,I,02/05/1990,,,Remove,
i90D83,1/21/1990,<=2013,29.08,f,R,D83,,R,,26-Jan-90,,Dead,
i90D86,02/01/1990,<=2013,29,f,T,D86,,T,,20-Feb-90,,Dead,
i90D90,02/11/1990,<=2013,29,f,I,D90,,I,2/27/1990,,,Remove,
i90D99,1/15/1990,<=2013,29.08,f,I,D99,,I,,02-Mar-90,,Dead,
i90E55,1/13/1990,<=2013,29.08,f,R,E55,,R,,29-Jan-90,,Dead,
i90E78,04/02/1990,<=2013,28.83,f,F,E78,,F,,09-May-90,,Dead,
i90F02,01/09/1990,<=2013,29.08,f,L,F02,,L,,09-Jan-90,,Dead,
i90F14,1/22/1990,<=2013,29.08,f,I,F14,,I,02/08/1990,,,Remove,
i90F20,1/24/1990,<=2013,29.08,m,F,F20,,F,,24-Jan-90,,Dead,
i90F29,03/02/1990,<=2013,28.92,f,L,F29,,L,,15-Jan-91,,Dead,
i90F38,01/09/1990,<=2013,29.08,m,L,F38,,L,,15-Jan-91,,Dead,
i90F83,03/12/1990,<=2013,28.92,f,F,F83,,F,,25-May-90,,Dead,
i90G01,1/18/1990,<=2013,29.08,m,I,G01,,I,1/30/1990,,,Remove,
i90G12,1/14/1990,<=2013,29.08,m,I,G12,,I,2/15/1990,,,Remove,
i90G17,1/29/1990,<=2013,29.08,m,R,G17,,R,,10-May-90,,Dead,
i90G19,02/03/1990,<=2013,29,f,Q,G19,,Q,,10-Aug-90,,Dead,
i90G51,02/06/1990,<=2013,29,m,I,G51,,I,02/06/1990,,,Remove,
i90G73,1/27/1990,<=2013,29.08,m,I,G73,,I,02/05/1990,,,Remove,
i90H35,1/27/1990,<=2013,29.08,f,I,H35,,I,1/30/1990,,,Remove,
i90H38,1/23/1990,<=2013,29.08,m,S,H38,,S,,15-Jun-90,,Dead,
i90H41,1/23/1990,<=2013,29.08,m,I,H41,,I,02/01/1990,,,Remove,
i90H48,2/13/1990,<=2013,29,f,T,H48,,T,,01-Mar-90,,Dead,
i90H61,02/11/1990,<=2013,29,f,I,H61,,I,02/12/1990,,,Remove,
i90H76,1/14/1990,<=2013,29.08,m,I,H76,,I,02/01/1990,,,Remove,
i90H78,12/26/1989,<=2013,29.17,f,L,H78,,L,,04-Jan-90,,Dead,
i90I12,1/20/1990,<=2013,29.08,f,F,I12,,F,,15-Jan-91,,Dead,
i90I33,02/02/1990,<=2013,29,f,I,I33,,I,03/01/1990,,,Remove,
i90I34,12/26/1989,<=2013,29.17,m,Q,I34,,Q,,01-Jan-91,,Dead,
i90I38,1/14/1990,<=2013,29.08,f,T,I38,,T,,14-Feb-90,,Dead,
i90I73,01/01/1990,<=2013,29.08,f,I,I73,,I,03/12/1990,,,Remove,
i90I88,02/12/1990,<=2013,29,f,F,I88,,F,,02-May-90,,Dead,
i90I90,1/25/1990,<=2013,29.08,m,I,I90,,I,1/31/1990,,,Remove,
i90I91,1/14/1990,<=2013,29.08,f,I,I91,,I,02/05/1990,,,Remove,
i90J12,12/31/1989,<=2013,29.17,f,R,J12,,R,,09-Feb-90,,Dead,
i90J13,1/13/1990,<=2013,29.08,m,Q,J13,,Q,,01-Jan-91,,Stillbirth,
i90J20,3/30/1990,<=2013,28.92,m,L,J20,,L,,18-Jun-90,,Dead,
i90J42,02/03/1990,<=2013,29,f,I,J42,,I,02/12/1990,,,Remove,
i90J45,1/29/1990,<=2013,29.08,f,F,J45,,F,,05-Jun-90,,Dead,
i90J58,2/17/1990,<=2013,29,m,I,J58,,I,2/17/1990,,,Remove,
i90J66,12/18/1989,<=2013,29.17,m,R,J66,,R,,19-Dec-89,,Dead,
i90J70,2/24/1990,<=2013,29,m,I,J70,,I,03/01/1990,,,Remove,
i90J79,4/23/1990,<=2013,28.83,m,L,J79,,L,,09-Aug-90,,Dead,
i90J89,3/16/1990,<=2013,28.92,f,F,J89,,F,,21-May-90,,Dead,
i90J91,2/22/1990,<=2013,29,f,F,J91,,F,,,,Dead,
i90K09,1/27/1990,<=2013,29.08,f,F,K09,,F,,15-Jan-91,,Dead,
I91,01/10/1985,<=2013,34.08,f,I,950,,I,02/05/1990,,,Remove,
i91233,04/08/1991,<=2013,27.83,f,Q,233,,Q,,18-Jun-91,,Dead,
i91405,03/05/1991,<=2013,27.92,m,L,405,nV,V,,01-Jan-92,12/31/1991,Dead,
i91432,12/19/1990,<=2013,28.17,f,L,432,,L,2/26/1992,,,Remove,
i91587,04/06/1991,<=2013,27.83,f,T,587,,T,,10-Jun-91,,Dead,
i91633,01/12/1991,<=2013,28.08,f,T,633,,T,,12-Jan-91,,Dead,
i91660,04/07/1991,<=2013,27.83,m,L,660,,L,,09-Apr-91,,Dead,
i91709,5/13/1991,<=2013,27.75,m,L,709,,L,2/24/1992,,,Remove,
i91710,12/29/1990,<=2013,28.17,m,L,710,,L,2/24/1992,,,Remove,
i91713,12/25/1990,<=2013,28.17,f,L,713,,L,03/02/1992,,,Remove,
i91844,02/08/1991,<=2013,28,f,L,844,,L,03/02/1992,,,Remove,
i91898,03/05/1991,<=2013,27.92,m,T,898,,T,1/27/1992,,,Remove,
i91964,4/29/1991,<=2013,27.83,f,L,964,,L,03/02/1992,,,Remove,
i91965,03/08/1991,<=2013,27.92,m,L,965,,L,2/24/1992,,,Remove,
i91966,03/11/1991,<=2013,27.92,m,L,966,,L,2/24/1992,,,Remove,
i91A27,01/11/1991,<=2013,28.08,f,T,A27,,T,1/27/1992,,,Remove,
i91A57,02/05/1991,<=2013,28,f,L,A57,,L,03/09/1992,,,Remove,
i91A58,3/26/1991,<=2013,27.92,m,L,A58,,L,2/24/1992,,,Remove,
i91A65,04/09/1991,<=2013,27.83,m,L,A65,,L,2/24/1992,,,Remove,
i91A67,02/12/1991,<=2013,28,m,L,A67,,L,2/24/1992,,,Remove,
i91A86,2/17/1991,<=2013,28,m,L,A86,,L,2/24/1992,,,Remove,
i91A91,12/15/1990,<=2013,28.17,f,L,A91,,L,03/10/1992,,,Remove,
i91A94,2/13/1991,<=2013,28,f,L,A94,,L,03/12/1992,,,Remove,
i91A96,01/07/1991,<=2013,28.08,m,L,A96,,L,,24-Jul-91,,Dead,
i91B66,1/19/1991,<=2013,28.08,m,T,B66,,T,1/27/1992,,,Remove,
i91B75,12/23/1990,<=2013,28.17,f,F,B75,,F,,30-Mar-91,,Dead,
i91C12,01/08/1991,<=2013,28.08,f,R,C12,,R,,01-Jan-92,,Dead,
